id,source,content,type
80,https://www.facebook.com/canal13sanjuantv/posts/pfbid0v267EVDaAuzAKy4bCmGqDzUmtUmyur79i3wfP1mvvbhThkppetxyXTjUTSpoykval,"El jefe comunal del municipio, fue el encargado de habilitar la nueva obra pública. Y Canal 13 estuvo presente para charlar con él. #canal13 #sanjuan",Gestión de gobierno
81,https://www.facebook.com/RadioDelSur101.1/posts/pfbid02tWcPaAR2xNLMLtgNVVo5h1ez4uB8KVvGnigGGugmRwHFrTNnRSVyhoJK2bm6Gb6vl,"CIFRAS PREOCUPANTES 😮😮💡🔌

El 75% de las casas en el país cuentan con instalación eléctrica deficiente",Seguridad
82,https://www.facebook.com/RadioDelSur101.1/posts/pfbid02KGPzmrpDfRJ6pJt8TvHLesNVUMYg7LAqqb8M7QUGMe1nrWwRKUwHt2J5qjz47Eaol,"ACTIVISMO❗️❗️
Dos activistas manchan con pintura un cuadro de Monet en Estocolmo",Notas de interés
83,https://www.facebook.com/DiarioHuarpe/posts/pfbid0NJt8Hq1HBK9ZiEt7xSKUt7UzhwNf7Yb34WBLMpNguA2SvkEcNUomXVuNujXSvjRXl,"En la imagen difundida, se aprecia un ritual que incluyó velas, restos de comidas y flores.",Notas de interés
84,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid02bvuYbUDfjVjHfUsr56JxBSUTfcjLpiCsEkXKq86Dyi5oypwyaoYQpUn3CVe1W576l,"Cristian Andino valoró las políticas implementadas por Sergio Uñac para los adultos mayores

El candidato a vicegobernador de Vamos San Juan participó de actividades en centros de jubilados, se reunió con los militantes y caminó las calles de Rawson, Chimbas y Rivadavia.",Política
85,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0aA98qyuua5agBN2WqmFWUZBscUiC7ph2bu7BJL3urKgNBKXMScKqDjxcmoXBJW2Yl,"Jujuy aprobó la reforma parcial de su Constitución
Durante la discusión, en la Convención Constituyente de Jujuy se abordó la creación de nuevos órganos y reglas electorales.",Política
86,https://www.facebook.com/DiarioHuarpe/posts/pfbid02z99cA95AnJeTVuprPL3rJYwtAygB7mzYywU4oCe6uDABjTBqVAosAfuBy6VVdDMBl,"El hombre llevaba varios días prófugo del Servicio Penitenciario Provincial, de donde solo podía salir los miércoles. Lo atraparon con cocaína.",Seguridad
87,https://www.facebook.com/DiarioMovilOK/posts/pfbid02e8aD6PWCzpEoMjzuTh5SUEQNEzTRoE9e2TSLwKRG2Y6tK8DHRBRcUNsuAQ3jaPdyl,"DÍA DEL CURA BROCHERO 🙏😇🙏
Hoy, como cada día 16, fieles católicos le rezan a San José Gabriel del Rosario Brochero. El santo tiene una profunda conexión con San Juan y es considerado mediador de MILAGR0S. En su día, inundan las redes con su imagen para bendecir. ¿VOS LE PEDÍS?",Religión
88,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid02i77gCDkSng6jPJ8YcEieXMRkkva8T2gLt2tw6znH9nL4kWzdicfNGp4dijcFecYil,"Un fotógrafo sanjuanino que retrataba a chicos en las escuelas es acusado de manosear a una niña de 9 años
Es un fotógrafo y comerciante de 31 años que está sospechado del delito de abuso sexual. Este martes formalizaron la apertura de la investigación penal.",Seguridad
89,https://www.facebook.com/diariodecuyoweb/posts/pfbid02p5K3ggG1id67g4aBAWRJxtRAQCnfQujnzZL5QvCgAquQxkaY3UvfWVujddiDCNGEl,"[CASO RESONANTE]
""Sufrí violencia física, psicológica y económica, de lo peor que se pueden imaginar"", confesó Ludmila en sus redes sociales.",Seguridad
90,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0Xw49ofTQ5LqgvPdoPV3nAHcYiqsAMPLWwCh8kfDA3S7Fe6Mmio46CagDnASa5esBl,"SERGIO VALLEJOS, EN OFF THE RECORD: EL QUIEBRE CON MILEI Y EL OK A LAS DOBLES CANDIDATURAS

El candidato a gobernador por Evolución Liberal participó del programa que conducen Fernando Ortiz y Santiago Riveros.",Política
92,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0c4SfUgCHDtSZaHiD4w7FyygVLzSshetHDZC1HuV5v7wmQScCvhLg6XV6i7V6ZXdvl,"¿QUÉ PASÓ CON LA MUJER QUE INGRESÓ TRES CELULARES AL PENAL DE CHIMBAS? 

La docente que daba clases en la cárcel fue separada del cargo y quedó en la mira de la Justicia, que todavía no define una imputación.",Seguridad
94,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0S5CAWxikzPo2qv617NyFsjB14W3N9rahb728VZteGyWPirHw6H9UQtp44D658P3Ll,"¿NO SE LES HABRÁ IDO LA MANO? 📦💵💵💵😮😮😮

El gobierno destinará $5.200 millones para las PASO y las generales",Política
105,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0t5pb9NzMefuUhH4YYeW5EqVRWUHVGFqEQm9zzESNiDtYBSHqhiXXxXYV3jtM6Vhbl,"EL CANTANTE SIGUE PRESO 👨‍🎤👨‍🎤🚓🚓

La madre de L-Gante dijo que ""es un problema de vecindad y lo agrandaron""",Seguridad
106,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0qvSwgiZ5t4BuLL9MpnR8eK2CcxnQBygnUvt2Sqh3kG3rRTRjQoZNeS1uGL29GMytl,"Un preso denunció que otros reos intentaron violarlo en el conocido ""Pabellón de abusadores"" del penal de Chimbas
Tomó intervención la UFI Delitos Especiales. La versión es que el denunciante apuntó a dos compañeros de pabellón con lo que ya se había enfrentado.",Seguridad
107,https://www.facebook.com/diariodecuyoweb/posts/pfbid07LzKhzVDb45AP2J7fEkDwQLC87UPnoNpQML3CqfyZpbXZh9e8wqE8qATWE2ttvJ3l,"[AVANCE EN LA CAUSA]
Es la última prueba clave que tiene la Justicia para saber si su muerte se dio por causas naturales, sobredosis (como se sospecha) o si se trató de un homicidio.",Seguridad
108,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0WBVLMwutrbDZ9JV5zSLG5LVTBmxxNvZeVdWUMwPiCX5N73eTmYJyzt8D2jrF85Jql,"En La Rioja, el gobernador dice que hay litio pero en San Juan no le creen
El gobernador riojano Quintela anuncio el hallazgo de litio en el salar El Leoncito, vecino al salar sanjuanino Los Sapitos. Mirá que opina el sector minero local.",Economía
109,https://www.facebook.com/diariodecuyoweb/posts/pfbid0HLMBV9McbAjthugxrAGc9hBpndWRbYLo5VfgfbcYYhdR59RefxPat3e2iWPSM7t7l,"[PARA FOMENTAR EL TRABAJO EN BLANCO]
La medida fue dispuesta por el Ministerio de Desarrollo Social de la Nación. El objetivo es que no pierden ningún beneficio a la par que ofrecen mano de obra para levantar cosechas.",Gestión de gobierno
110,https://www.facebook.com/RadioDelSur101.1/posts/pfbid02wV452B9ArN4ygTGsPdzqwNJSbeQqyxkQPYpYMAG75F4NtoGYqY2DDsBoLGnpbwMGl,"MEDIDA APRA TODO EL PAÍS 🧑‍🌾🧑‍🌾🍇🍇💳💳

Ratifican la Tarjeta Alimentar para trabajadores rurales",Gestión de gobierno
111,https://www.facebook.com/diariodecuyoweb/posts/pfbid0d5dnxXG8QCx8szr9o7h7YP8xfKAjMx9yJJ9UpTUYWvov1D15xSsyeXsLcmR71PERl,"[VIDEO]
La obra afectada es “El jardín del artista en Giverny”, del año 1900. La mancharon con pintura roja en el Museo Nacional de Estocolmo.",Notas de interés
112,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0wy1hvWtjnWamw2MYv14jhLY7VvpTPUsi8K2fZt3E4u2RaYYhvfz88xs1SG954qFAl,"TRISTEZA😢💔
El llanto desconsolado de Conejo al hablar de su separación de Coti Romero",Entretenimiento
113,https://www.facebook.com/RadioDelSur101.1/posts/pfbid02vhd3msAveoQq2qhk7ixqCFjpysDgRYtuJJVS97hPEz76y3ZuuToGhdJdssXBfaQkl,"INTENTO DE MAGNICIDIO 🚓🚓🕋

Atentado contra Cristina: primera condena para Sabag Montiel y Brenda",Seguridad
114,https://www.facebook.com/diariodecuyoweb/posts/pfbid0JE7ZVyTgo3uuFgFUi4mvZVfC9VaW1aMS9j2NvZxKLb9CUxPgXL2TdKbjAvkKgCc2l,#Recreo,Entretenimiento
115,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0bVnk25Xfe7RM3xhtQCUSy7mDNDgRnEZJhkqAVqv6t1fGsHr7N85qQrRvpGnkFbxTl,"Audio: el estremecedor episodio paranormal que ocurrió al aire de una radio sanjuanina
El suceso paranormal ocurrió este miércoles, en uno de los programas de la AM1020. Si te animás, pasá y escuchá.",Notas de interés
116,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0PHLsmNZfJkDbndmBAaVF42zyYQJRGjh3EB8Dzxhq4ZKAgv9HLvNBkrgwurzptDLzl,"ATENTADO A LA AMIA🔺
AMIA: ordenaron capturar a cuatro libaneses del Hezbollah por el atentado a la mutual",Seguridad
117,https://www.facebook.com/diariodecuyoweb/posts/pfbid036R37fRrE7MXPZNfrdcWicAB1GgRtHjXZZsXyENFo1ey9SS1qJfUoasKtnAoYvibdl,"[HISTORIAS]
Es portuguesa y está compitiendo en la provincia en un certamen de patinaje artístico. Contó de su admiración por el Cantoni y su vínculo con otro campeón del mundo.",Deportes
118,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid024JBDUefw8CmGXFRfUDuoDqM8WJxNHodB5pWnmgcpxsW6BGEUdvV6JwEZGG3Cx9bcl,"Los dos efectos nefastos que causa en San Juan la disparada del precio para construir una casa
Referentes de la Construcción de San Juan hablaron del impacto del encarecimiento del precio del metro cuadrado en San Juan. De qué se trata.",Economía
119,https://www.facebook.com/diariodecuyoweb/posts/pfbid02yqtog7pn6jdebVru4n86cxdJWyXw9xgddRNu8npXVCg1Z7HzhU8Dikic22Aaqqtnl,"[LOCURA]
El capitán de la Selección, autor de un gol en la victoria por 2-0 ante Australia, fue buscado por todos en su paso por Beijing.",Deportes
120,https://www.facebook.com/diariodecuyoweb/posts/pfbid02R9EzWPLq6z9gviCP2Ts9pwk9nthJDbfES3ZAJRSR4WC5V6UbuhTddEvsb5T7khZ3l,"[SAN JUAN]
El hecho se produjo en el 2011 y en las últimas horas el sujeto recibió un castigo de nueve años de cárcel.",Seguridad
121,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0oMA8puUGdyfmycqEuTN27i5xPAxJeH1GEQM78gkebja7Wn6Qx5t4Vwet81GrAhKKl,"¡¿Listos para empezar el día?! 
Que sea con las canciones y las noticias de #ElDespertador! 🎶 Hasta las nueve de la mañana somos tu compañia ¡Sumate con tu mensaje ! 📻",Otros
122,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid02tVdP8Ld4bwAdvcTKd8Jv6Gqmj6y1ZbR2q1K4DxVkzpnmbiC19Nt9kPzEoDdrLdmxl,"El hombre que se alejó de la Iglesia y ayudó en la investigación contra el cura Bustos
Su testimonio fue importante para el fiscal del caso, ya que no sólo respaldó parte del relato del denunciante, sino que impulsó el allanamiento en el Arzobispado.",Seguridad
123,https://www.facebook.com/diariodecuyoweb/posts/pfbid03NtC8yG5Wo1665W9d3io9erUXeKDECLQPUS2VHSP6AU2QFRpZpDS4hJucn6HmXZLl,"[JUICIO ABREVIADO EN SAN JUAN]
Luego de finalizar una transmisión, el abusador se abalanzó sobre la víctima con el torso desnudo.",Seguridad
124,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid02ddxeoHmFmM3LjNMhESE4LUBmgCAN6NuWFPXf8WuRSE6gWD6DHXWLTBT7KZaA2buzl,"La carrera contrarreloj que le cambió la vida a Cristian Andino y por qué el 4 es su número mágico
Su infancia se repartió entre Angaco y San Martín. Trabajó en la uva para pagarse la facultad. Se recibió de Contador Público, entró a trabajar en ANSES pero eligió cambiar de rumbo y arrancó en la política. A los 26 años fue electo concejal tras hacer campaña en Ford Sierra del '86.",Política
125,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0deBP2vAy45DMHxW6ENrQKq6kxvZQzLwqPaGwTDTb4mA6NtB7oyr34KMW91XP2cPYl,BUEN DÍA 🙂. PRENDE LA RADIO 📻 Y ANTES DE SALIR DE CASA 🏡 LEE EL PRONÓSTICO 👇,Clima y fenómenos naturales
126,https://www.facebook.com/diariodecuyoweb/posts/pfbid0Tvyyum1DT8FtCD6MDssg1BDYJWyGELHKxaBohwJDWsJ8hd1bup8NEsdzy6jFb7aAl,"Buen día, esta es nuestra portada de hoy",Economía
127,https://www.facebook.com/RadioDelSur101.1/posts/pfbid02J1zRyVRe9wBaweC6iYP3rkVMSpQvWqa9b71wb6NCg8hvSA4AWcb1ED6chFykn5oAl,"DATOS DE LA UNIVERSIDAD DE DI TELLA 🧑‍🦳🧑‍🦱👧👩😔🧅🍞🥩

Los índices de pobreza subieron un 43% en la primera mitad del año",Economía
128,https://www.facebook.com/diariodecuyoweb/posts/pfbid031P7qRhSeaXwRwtkBhrLMG44YHGr39g1PiaALohUs4q9gD8WaFbju6h7NYawU9Ygzl,"[COMERCIO LOCAL]

El ticket promedio de las compras ronda los 8.000 pesos hasta ahora, casi el doble que el año pasado.",Economía
129,https://www.facebook.com/diariodecuyoweb/posts/pfbid0DcDrMJNjBchctvDQY5E4Y8PbiFKcUNbawRpjNM6Pt3s7RqZcyJmUHGi8K7kN82R8l,"[JUICIO ABREVIADO]

Eduardo Maximiliano Varela Trabajaba en el área Adjudicaciones. Con sus promesas, embolsó 2,7 millones y 2 TV.",Seguridad
130,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0zsrLJc5DCyszsditwXUX4rw9jrE255dCxcrmhX4qgoue51yod3Eu6SokwrRGE8d6l,👇 GARRAFA SOCIAL,Economía
131,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid022fGopXonNXihAnDTEDPMD9rBeaWUnmtUfvhAsDxFSUCMVketESXGWNSDpxBcaQ6Al,"Si bien algunas de las carreras se encuentran en San Juan, no son públicas y gratuitas. Las profesiones que más interesan entre los jóvenes sanjuaninos.",Educación
132,https://www.facebook.com/diariodecuyoweb/posts/pfbid0YhPoniEo9tivppzH8Fh2hv5fKmXJcWVcz2bk8oxfnb2ia6dJ71UzL2TfDnHo8ET8l,"[EDUCACIÓN]

Es la que comenzó ayer en las instalaciones del comedor del CUIM y que continuará hoy, de 10 a 18.",Educación
133,https://www.facebook.com/DiarioMovilOK/posts/pfbid02E31dLrAJemR9DZ8prsiCVFrfV5ENCExS5VbuqdWin42VPi1XwSDUBVM2urworKLCl,"EL FRÍO NO SE VA ❄😱
Para este viernes 16 de junio, el SMN prevé tiempo frío, con una temperatura mínima de 2 grados bajo cero y una máxima de 13 grados. El cielo se presentará mayormente despejado y soplará viento predominante del sur, con intensidad media a moderada. ¡BUEN VIERNES!",Clima y fenómenos naturales
134,https://www.facebook.com/DiarioMovilOK/posts/pfbid02GnMCrYKV9Pd4AEKeVC4hJQMLJkevqNp4GfCo76kwRpNQSwvjvur8bcYRsT4DmQ8xl,"¡VIERNES DE BUENAS NOTICIAS! 🥰
Llegó el gran día, después de meses y meses de luchar contra el cáncer, Alma tuvo su última sesión de quimioterapia y el festejo emocionó a todo el personal de salud que la acompañó en el proceso. ¡FELICIDADES HERMOSA!",Enfermedades y siniestros
135,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid02xpGN6hNw3rxHrp1mMFnRzJGngbepA3TYJRf7xYFbBtpofx21dThJq5us8Pss2ciil,"ANSES realiza importantes reintegros por compras con tarjetas de débito en indumentaria, tecnología, perfumería, entre otros, para jubilados, titulares de AUH y demás beneficiarios.",Gestión de gobierno
136,https://www.facebook.com/diariodecuyoweb/posts/pfbid0VcHjzLUQdUwHDdmsRNENhd4vXW2ShY5J5ZUms134TtiagLGprd7quGRhT3nQ75oKl,"[HORÓSCOPO]
Todos los astrólogos coinciden que hay uno que no lo quiere nadie",Notas de interés
137,https://www.facebook.com/LaPoliticaSJ/posts/pfbid02d3ZQegfMArUhG8sDE6Fdj8WVt9E62JupLmxx7FtKahpTz2nRHDLawMxcykFqLhmGl,El viernes arrancará con temperaturas bajo cero para la provincia. ¿Y el finde?,Clima y fenómenos naturales
138,https://www.facebook.com/diariodecuyoweb/posts/pfbid02UtF3aKe7ciq5GzGWWnxWPZnVBvYU1pCowKKjMNbHEG4tHSXHoB32im5LDAWsSTaAl,"[LA RIOJA]
Afortunadamente no hubo que lamentar víctimas fatales.",Enfermedades y siniestros
139,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0TqCGd21AFUW4ZxFTeBiqo6zJtgz4KwjyMaNTY3yQLgD8oWmUfia88dEXtFhsMjsgl,👶🍼 NACIÓ EL HIJO DEL PRESTIGIOSO ACTOR,Entretenimiento
140,https://www.facebook.com/telesoldiario/posts/pfbid02UJc6EfYRqSMpm9ovmDXLkRrW9KAwpvHPAK7S7u5TpdP5aSUg9oofn4K2F19pVGD8l,"ESTADO DEL TIEMPO

El Servicio Meteorológico Nacional informó que para esta jornada se prevé viento del sector Sur; las ráfagas podrían alcanzar los 22 kilómetros en la hora.",Clima y fenómenos naturales
141,https://www.facebook.com/canal13sanjuantv/videos/3503143906611901/,"SEGUINOS EN NUESTRAS REDES 
Facebook: facebook.com/canal13sanjuantv
Instagram: instagram.com/canal13sanjuantv
Youtube: youtube.com/canal13sanjuantv
Twitter: twitter.com/sanjuantv

#sanjuan #canal13 #noticias #envivo",Otros
142,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid02M7yCGisKwwfeyKCfiBzm5Bxat89dsM5aSJZizjbGaBWP3CzmtgceEey7oa1r7mHel,"Ocurrió en Perryton, un pequeño pueblo de 8.000 habitantes. Las imágenes de la destrucción son impactantes.",Clima y fenómenos naturales
143,https://www.facebook.com/canal13sanjuantv/posts/pfbid02FxdAZyVySoGB6eKxhZnUScKSvtgWtm8aeBvaTw6z1YWJ2NohWVeT7dg2TEdK94Pdl,"El episodio en cuestión ocurrió en horas de la tarde del pasado jueves 15 de junio, precisamente en Desamparados. #canal13 #sanjuan",Seguridad
144,https://www.facebook.com/telesoldiario/posts/pfbid08QUUE6QLFw3PEZLeUamz5QFc7Rn3ykofTZZkyNnEfFfLW7naLmpSkzQicSTecvA5l,"LOS PAGOS DE ANSES 

ANSES continúa con el calendario de pagos de mayo correspondientes a jubilaciones y pensiones, asignaciones y programas. Cuándo cobras.",Gestión de gobierno
145,https://www.facebook.com/canal13sanjuantv/posts/pfbid0hgyt4erR3jLymB67z9vAxjVyQqQ2b4FtTL8PSRvV6fXQ42wrA4am4qPgsUc9peaMl,"Te contamos como estará el clima en San Juan durante la jornada de este viernes, en la previa al feriado largo. #canal13 #sanjuan",Clima y fenómenos naturales
146,https://www.facebook.com/diariodecuyoweb/posts/pfbid034hL1APmzWNLXqPcoAgsgRprPEaFvZa6qZqarPhuBoUr1JkV3NNwCjxd3pjFHQoPal,"[ANMAT]
Además, sumó insumos odontológicos y un producto médico. Las tres disposiciones fueron publicadas este viernes en el Boletín Oficial.",Salud
147,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0iCMn3Asnn863Lv98AxusjfhHmBtDsmn1JMBNC54ccvNcjqnkSCbQKZBj9WDTudjKl,👇 ATENCIÓN VECINOS DE POCITO,Gestión de gobierno
149,https://www.facebook.com/DiarioMovilOK/posts/pfbid01TAKXeAdnrmkNPnMXjrTVF4doQ8KpsKjfWtSEtnEKptFqLsxckX56Czmh8zhbP5Wl,"DÍA DEL PADRE EN SAN JUAN 💳💰
Desde el comercio local indicaron que, este año, los sanjuaninos están optando por presentes ""simbólicos"", más pequeños y económicos. Si bien el ticket promedio casi se duplicó, esto se explica fácilmente con una inflación superior al 100%. ¿QUÉ OPINÁS?",Economía
150,https://www.facebook.com/LaPoliticaSJ/posts/pfbid0SQddDoRYQCMeKdbZJStvQx9nNHgAPEbCJRy6rszi4LgBvQD28qPWEgdgXke2D75El,"Con sus socios integrantes y a la expectativa de más visitas de Javier Milei a San Juan, anunciaron su conformación.",Política
151,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid034aZJs4d4nh8RUAX1BUxH9bNAsntUPgsfc1ERUHZKvGXt79EeCGhis8a7NcjU7Fc4l,"Gracias al interés de los coleccionistas, si tenés una de estas monedas podés ganar una verdadera fortuna sin esfuerzo.",Notas de interés
152,https://www.facebook.com/DiarioHuarpe/posts/pfbid021QsF2ARCrwnPJFMaz4XHESMr1DV1j3y9cxQmpwXan71wz5pQRruc4ZjJYUn1PTxpl,"Buenos días, te invitamos a seguir información en www.diariohuarpe.com",Clima y fenómenos naturales
153,https://www.facebook.com/DiarioHuarpe/posts/pfbid02TMnL4vfZoBw4wjfqGPSrDSJkwgkzM5cHfP3wgNtFeEPVxkgQjcxR8GRzXTAxHtqwl,"El actual senador nacional manifestó que seguirá haciendo política, pero desde otro lado, brindando consejos y ayudando a impulsar nuevas figuras.",Política
154,https://www.facebook.com/telesoldiario/posts/pfbid08doEvpUqX6J2AKZYwDQ5Ak3667n5J2Eo65s5cAj4XRbJyZ7azwk53E7Bh1NkzyqMl,"A 16 AÑOS 

El entrenador utilizó su cuenta de Instagram para celebrar un nuevo aniversario del histórico ascenso a primera en el año 2007.",Deportes
155,https://www.facebook.com/diariodecuyoweb/posts/pfbid0NQ89EKbMuL2VYUiXzt1c2yZ5Ho6RNeiKsj7YVpkVUu6tokADByApkCjniqbBdysPl,"[SEBASTIAN HERRERA]

El músico que supo codearse con figuras del género, despedirá ese proyecto esta noche, con un gran show musical.",Entretenimiento
156,https://www.facebook.com/RadioDelSur101.1/posts/pfbid029fkecrvwmMbf1YobZhtdDZQGtevdVrJGA2sXorD7netfjVU5VPddQ9SqfX6xP8Qdl,👇 AGENDA CULTURAL PARA ESTE FIN DE SEMANA,Economía
157,https://www.facebook.com/canal13sanjuantv/posts/pfbid074wCSCYM7m7nDAAmnVB3mmuFzGEjiMUMWoJuhCB3zSMLNNEJsrXcm16huZwLouWgl,"El accidente automovilísticos en cuestión se produjo durante el pasado jueves 15 de junio, en una transitada avenida. #canal13 #sanjuan",Enfermedades y siniestros
158,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0cH7TKRPEkm11gzKaXzYYDkXWizw6tpYPfMzRo8HpQWuJLNmurnRxPxNxahT4RS1El,"Además, sacó de circulación comercial unos insumos odontológicos y un producto médico
#ANMAT #Desinfectante #Prohibición",Salud
159,https://www.facebook.com/canal13sanjuantv/posts/pfbid02HidKYW4aP79yswQf3YEd81GpX5Z77NHHDL8gQtoGrWSaMLNvNdQB2Kg7hwzfTFcyl,"Francisco Guevara, secretario de Ambiente, señaló cuál es su mirada de cara a la contienda electoral nacional. #canal13 #sanjuan",Política
160,https://www.facebook.com/canal13sanjuantv/posts/pfbid02g3XmTXxL4TXGnLojNkSLHSzWMJiYKgautSfBGN2Ve9pfywxGJXsUG4DwS81z3r6ul,"Durante el incidente, la mujer agredida sufrió tal impacto que llegó a desvanecerse, requiriendo asistencia inmediata. #canal13 #sanjuan",Seguridad
161,https://www.facebook.com/diariodecuyoweb/posts/pfbid05UeoxwnneTEMgN53D1Re32EW6K8Eko6Ti7JMiMVUvJaSk5K171sMs6nwar99tdo3l,"[CASO EN CHACO]
El hombre, que permanece detenido, dijo además que lo amenazaron para que no dijera nada.",Seguridad
162,https://www.facebook.com/DiarioHuarpe/posts/pfbid0VcBQc8idhfxYotbVJLbn3zUvyPvtSChXmVEQo5EsZ8btxKGBZnQ8XPYsz5vdFmQPl,"Si bien julio es el mes definido para retomar con las negociaciones de paritarias de los docentes de San Juan, se hizo un pedido formal para que sean adelantadas.",Educación
163,https://www.facebook.com/LaPoliticaSJ/posts/pfbid0zzjQrcG7XuaX8A7fk4XSttJUUmen34qRg35QNuECBz87CDZv6fbFYj1Bz9xDWjaDl,"La Vicepresidenta apuntó contra el Presidente y dijo que tiene ""la responsabilidad"" de ""gobernar y que haya la menor conflictividad posible"".",Política
164,https://www.facebook.com/DiarioMovilOK/posts/pfbid02kEXJmEbmqyWF8bFhvecXaX2EnyAbfEkxB2c4iGKXhKzejYAsrLhZxH6PokM2H5dZl,"POR ESTE PEQUEÑO 🙏
Su nombre es Bastían, aunque lo conocen como ""Titi""; se encuentra en estado crítico, luchando por su vida, después de una delicada intervención. Su mamá regula oraciones por su pronta recuperación y confía en que su hijo podrá superar este momento de tan duro. ¡FUERZA!",Enfermedades y siniestros
165,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0jKmxLZxnsYB2XtghtVy8bNxsGnKYWSJzh63yrtQbJVUupasPKzPBLUsjRnYWce5ul,❤️ ENAMORADOS DE LA LIBERTAD,Notas de interés
167,https://www.facebook.com/diariolaprovinciasj/posts/pfbid0gBqE2ADN3igpt9DuwP6puacXD3FPLiKLfjQoXDqzsRFykTE2G2tcz19vMFRuegw1l,"ESTE VIERNES ES EL SORTEO! ANOTATE, ETIQUETEA A ALGUNOS AMIGOS Y DEJÁ TUS 3 CIFRAS DEL DNI!!! ESTA TARDE SE CONOCERÁN LOS GANADORES",Otros
168,https://www.facebook.com/canal13sanjuantv/posts/pfbid0Ga1W4rw7fp4rkvPnLFNFWYuDd5fQijbg5PxffzeTbksGouEU2BGrXNpnyjWKRvwJl,"El accidente automovilístico en cuestión se había dado el pasado jueves 8 de junio, cuando la víctima viajaba en moto. #canal13 #sanjuan",Enfermedades y siniestros
169,https://www.facebook.com/canal13sanjuantv/posts/pfbid02zuVK1f8mYDjfVdQdnjVhaMyhqyxPJkR28RZiaRDmzqb8YSiMonxRUsNTncvx4vMBl,"En otro fragmento de la entrevista que brindó el intendente de la Capital Emilio Baistrocchi, tuvo además un pase de factura para Lorenzo, Caselles y otros: ""El aporte de los otros candidatos fue muy magro"". #canal13 #sanjuan",Política
170,https://www.facebook.com/diariodecuyoweb/posts/pfbid0EGSntztkGnoHNa4V2feKq1FmL5D7FL5boSRNC53SBYM9mqFuXPPPWDZqp1otffmXl,"[ESPECTÁCULOS]
La ex participante del famoso reality causó sensación en las redes sociales al lucir un impactante traje de ropa interior.",Entretenimiento
171,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0cH7TKRPEkm11gzKaXzYYDkXWizw6tpYPfMzRo8HpQWuJLNmurnRxPxNxahT4RS1El,"Además, sacó de circulación comercial unos insumos odontológicos y un producto médico
#ANMAT #Desinfectante #Prohibición",Seguridad
172,https://www.facebook.com/canal13sanjuantv/posts/pfbid02HidKYW4aP79yswQf3YEd81GpX5Z77NHHDL8gQtoGrWSaMLNvNdQB2Kg7hwzfTFcyl,"Francisco Guevara, secretario de Ambiente, señaló cuál es su mirada de cara a la contienda electoral nacional. #canal13 #sanjuan",Política
173,https://www.facebook.com/canal13sanjuantv/posts/pfbid02g3XmTXxL4TXGnLojNkSLHSzWMJiYKgautSfBGN2Ve9pfywxGJXsUG4DwS81z3r6ul,"Durante el incidente, la mujer agredida sufrió tal impacto que llegó a desvanecerse, requiriendo asistencia inmediata. #canal13 #sanjuan",Enfermedades y siniestros
175,https://www.facebook.com/LaPoliticaSJ/posts/pfbid0ZvGhEF4XfgmRB94yxkWUinvpReiLt4zvqo2EJMTSBaX4hh6697RnKA7QDZjXAoGel,"El sujeto convivió durante 5 años con la madre de la niña, quien tenía 12 años cuando sufrió el terrible abuso sexual.",Seguridad
176,https://www.facebook.com/diariodecuyoweb/posts/pfbid05UeoxwnneTEMgN53D1Re32EW6K8Eko6Ti7JMiMVUvJaSk5K171sMs6nwar99tdo3l,"[CASO EN CHACO]
El hombre, que permanece detenido, dijo además que lo amenazaron para que no dijera nada.",Seguridad
177,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0jKmxLZxnsYB2XtghtVy8bNxsGnKYWSJzh63yrtQbJVUupasPKzPBLUsjRnYWce5ul,❤️ ENAMORADOS DE LA LIBERTAD,Otros
